Id,Pid,Lvl,"Method","GlobalId","Par01","Par02","Par03","Par04","Par05","Par06","Par07","Par08","Par09"
175585,103546,1,"IfcSimplePropertyTemplate","3_v8VDjsI_zk6Y59Xm5kmm","Typ uživatelsky definovaný","Tento typ se volí v případě, že výčet typů neobsahuje potřebný typ.","","IfcText","P_SINGLEVALUE","","","",""
103970,100,1,"IfcPropertySetTemplate","0uQhEQfaYVKR1moGbhmg2z","CZ_ConstituentMaterial","Materiál - sestava","","","","","","",""
103971,103970,1,"IfcSimplePropertyTemplate","314qFRN$$c$QVbu2vc2o93","ConstituentReference","","","IfcIdentifier","P_SINGLEVALUE","","","ConstituentReference",""
104110,103970,1,"IfcSimplePropertyTemplate","0yveVOY2m$V3URAAMuZMAj","Constituents","","","IfcLabel","P_SINGLEVALUE","","","Constituents",""
105051,100,1,"IfcPropertySetTemplate","3r5L1OdRf9ZdVijd3BaKql","CZ_Template","Označení šablony","x","x","","","","",""
82759,105051,1,"IfcSimplePropertyTemplate","0Vm$K3za56hNe$I6o6LjyF","DataTemplateDescription","Element´s template description.","","IfcText","P_SINGLEVALUE","","","DataTemplateDescription","Element´s template description."
150008,105051,1,"IfcSimplePropertyTemplate","0QUL2z8QxW1ZpCAYICSbg6","DataTemplateID","Code generated from the database as a function of phase and use cases","","IfcIdentifier","P_SINGLEVALUE","","","DataTemplateID","Code generated from the database as a function of phase and use cases"
1,-1,-1,"IfcProjectLibrary","","Úroveň potřebných informací","","","","","","","",""
55020,1,0,"IfcRelAssignsToControl","0F8iKYnRZ182gP8MjFOFE$","Vytvoření modelu elektroinstalací","Vytvoření modelu elektroinstalací","Požadavek na data","","","","","",""
5,1,0,"IfcRelAssignsToActor","3vDhz8vYjqoJgPb2Txpw7i","Admin","","","","","","","",""
11,1,0,"IfcRelAssignsToProcess","2eIW_jwQ6229NqftPiBuT2","Dokumentace skutečného provedení stavby","Dokumentace skutečného provedení stavby","true","","","","","",""
524531,1,0,"IfcClassificationReference","0$6hBKgrfv9MPCumFl0fyI","Pozemní stavby","Pozemní stavby","52453","","","","","","DSS"
524541,524531,1,"IfcClassificationReference","3YvP38K5rxWK_r1ZijCQmM","Stavebně architektonické řešení","Stavebně architektonické řešení","52454","52453","","","","","DSS"
895911,524541,2,"IfcClassificationReference","1fNQWZMB$69BqcqEY7x6$Q","IfcDistributionElements","Technická zařízení budov","89591","52454","","","","","DSS"
896151,895911,3,"IfcClassificationReference","12sfxitQfFNvmowsPcoP_y","IfcEvaporativeCooler","Adiabatický chladič","89615","89591","","","","","DSS"
896151,1,0,"IfcRelAssociatesClassification","","","","","","","","","",""
100,1,0,"IfcRelDeclares","","","","","","","","","",""
77582,100,1,"IfcPropertySetTemplate","25AkZtlDVzuZDwc0GIrYPx","Pset_EnvironmentalImpactIndicators","Ukazatele vlivu na životní prostředí","","","","","","",""
77584,77582,1,"IfcSimplePropertyTemplate","20XMepaB4FzzbHGGxzpxyr","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type.","","IfcIdentifier","P_SINGLEVALUE","","","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type."
78332,100,1,"IfcPropertySetTemplate","2UvLQTs8SHlv7ZzfuJ63Vs","Pset_Condition","Stav","","","","","","",""
78334,78332,1,"IfcSimplePropertyTemplate","1W0P2uEYMfGjjSB09IE$NV","AssessmentDate","Date on which the overall condition is assessed","","IfcDate","P_SINGLEVALUE","","","AssessmentDate","Date on which the overall condition is assessed"
78378,78332,1,"IfcSimplePropertyTemplate","3SCz$drekFYtU_fkAPtEqV","AssessmentCondition","The overall condition of a product based on an assessment of the contributions to the overall condition made by the various criteria considered. The meanings given to the values of assessed condition should be agreed and documented by local agreements. For instance, is overall condition measured on a scale of 1 - 10 or by assigning names such as Good, OK, Poor.","","IfcLabel","P_SINGLEVALUE","","","AssessmentCondition","The overall condition of a product based on an assessment of the contributions to the overall condition made by the various criteria considered. The meanings given to the values of assessed condition should be agreed and documented by local agreements. For instance, is overall condition measured on a scale of 1 - 10 or by assigning names such as Good, OK, Poor."
78422,78332,1,"IfcSimplePropertyTemplate","2RFYWCQALQLGU19Tkhj351","AssessmentDescription","Qualitative description of the condition.","","IfcText","P_SINGLEVALUE","","","AssessmentDescription","Qualitative description of the condition."
81906,100,1,"IfcPropertySetTemplate","3ST_fUlbK3VzoCzvW$8l6S","CZ_SingleMaterial","Materiál","","","","","","",""
81908,81906,1,"IfcSimplePropertyTemplate","0WWhfDQdBpA4z3ts2QhQ21","Reference","","","IfcIdentifier","P_SINGLEVALUE","","","Reference",""
81952,81906,1,"IfcSimplePropertyTemplate","1wPkl0kaJB_rrkSME_u7Hn","Material","","","IfcLabel","P_SINGLEVALUE","","","Material",""
81996,100,1,"IfcPropertySetTemplate","0w_DLEFLzLbGwG9cyRnwSw","CZ_UserClassification","Klasifikace uživatelská","x","x","","","","",""
81998,81996,1,"IfcSimplePropertyTemplate","0XRdYwm$Siwwt7VsOdKZ5E","ClasificationSystem","","","IfcIdentifier","P_SINGLEVALUE","","","ClasificationSystem",""
82042,81996,1,"IfcSimplePropertyTemplate","0mDWOMYuULe8SWPyRbXyeA","ClasificationItem","","","IfcIdentifier","P_SINGLEVALUE","","","ClasificationItem",""
82086,100,1,"IfcPropertySetTemplate","2X3md19Rro_5w0KMWM$qpI","CZ_Process","Proces","x","x","","","","",""
82088,82086,1,"IfcSimplePropertyTemplate","1JUMgIkaT6Soc0p0f$2D46","Start","","","IfcDate","P_SINGLEVALUE","","","Start",""
82132,82086,1,"IfcSimplePropertyTemplate","0Q0bT_ZLiMQAmHd$8cLsVE","Finish","","","IfcDate","P_SINGLEVALUE","","","Finish",""
82176,82086,1,"IfcSimplePropertyTemplate","3Yy955rrsOqjoabCs19Mo3","Duration","","","IfcDuration","P_SINGLEVALUE","","","Duration",""
82220,82086,1,"IfcSimplePropertyTemplate","0xgt2v5mfsQOCKVGONyf0a","DeterminationMethod","","","IfcLabel","P_ENUMERATEDVALUE","PEnum_DeterminationMethod","","DeterminationMethod",""
149857,82086,1,"IfcSimplePropertyTemplate","24BMiAE21wzxe0BJoahYWy","ConstructionStage","","","IfcLabel","P_SINGLEVALUE","","","ConstructionStage",""
82308,100,1,"IfcPropertySetTemplate","1Z$Enjw1XYlQTnwB$swG4z","CZ_ClassificationSystemCCI","Klasifikace CCI","x","x","","","","",""
82310,82308,1,"IfcSimplePropertyTemplate","3WIsrHf5HzgA61plX2OKwy","CCICode","","","IfcIdentifier","P_SINGLEVALUE","","","CCICode",""
82486,82308,1,"IfcSimplePropertyTemplate","3NJRGvPb_NOYt03vf9$MIN","FunctionalSystem","","","IfcIdentifier","P_SINGLEVALUE","","","FunctionalSystem",""
82530,82308,1,"IfcSimplePropertyTemplate","17RWNmxb2GgbUG9GeLJ$sY","ConstructiveSystem","","","IfcIdentifier","P_SINGLEVALUE","","","ConstructiveSystem",""
82617,82308,1,"IfcSimplePropertyTemplate","1HgouGqjTs6D7OpCb3oCxt","CodeComponent","","","IfcIdentifier","P_SINGLEVALUE","","","CodeComponent",""
91703,100,1,"IfcPropertySetTemplate","26Y9kmR9Hc58Y8c2$yQQEK","Pset_EvaporativeCoolerTypeCommon","Obecné vlastnosti adiabatického chladiče","","","","","","",""
77584,91703,1,"IfcSimplePropertyTemplate","20XMepaB4FzzbHGGxzpxyr","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type.","","IfcIdentifier","P_SINGLEVALUE","","","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type."
80884,91703,1,"IfcSimplePropertyTemplate","0doDzMgh6zhza63p35$8e1","Status","Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished, ""Temporary"" - element will exists only temporary (like a temporary support structure).","","IfcLabel","P_ENUMERATEDVALUE","PEnum_ElementStatus","NEW,EXISTING,DEMOLISH,TEMPORARY,OTHER,NOTKNOWN,UNSET","Status","Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished, ""Temporary"" - element will exists only temporary (like a temporary support structure)."
92886,100,1,"IfcPropertySetTemplate","2xguBL2F2zM4xzD31dcxX0","Pset_ElectricalDeviceCommon","Obecné vlastnosti elektrického zařízení","","","","","","",""
91959,92886,1,"IfcSimplePropertyTemplate","2_NS_m5fv6jGPF27qp3aw8","IP_Code","IP Code, the International Protection Marking, IEC 60529), classifies and rates the degree of protection provided against intrusion.","","IfcLabel","P_SINGLEVALUE","","","IP_Code","IP Code, the International Protection Marking, IEC 60529), classifies and rates the degree of protection provided against intrusion."
92175,92886,1,"IfcSimplePropertyTemplate","0RGuZLEaHloCxsuCJ4V$so","RatedCurrent","The current that a device is designed to handle","","IfcElectricCurrentMeasure","P_SINGLEVALUE","","","RatedCurrent","The current that a device is designed to handle"
92887,92886,1,"IfcSimplePropertyTemplate","0l$N$Pywu2X1vzdF9JGW3I","PowerFactor","The ratio between the rated electrical power and the product of the rated current and rated voltage","","IfcNormalisedRatioMeasure","P_SINGLEVALUE","","","PowerFactor","The ratio between the rated electrical power and the product of the rated current and rated voltage"
93042,92886,1,"IfcSimplePropertyTemplate","1PGwJ7NdJYJS9R0N$pbVLZ","NumberOfPoles","The number of live lines that is intended to be handled by the device.","","IfcInteger","P_SINGLEVALUE","","","NumberOfPoles","The number of live lines that is intended to be handled by the device."
93197,92886,1,"IfcSimplePropertyTemplate","0p5S0B4Sa0nU5Pw_RDLnup","HasProtectiveEarth","Indicates whether the electrical device has a protective earth connection (=TRUE) or not (= FALSE).","","IfcBoolean","P_SINGLEVALUE","","","HasProtectiveEarth","Indicates whether the electrical device has a protective earth connection (=TRUE) or not (= FALSE)."
93660,92886,1,"IfcSimplePropertyTemplate","0MEYxMoXrMvt_5FidjL4yA","RatedVoltage","The voltage that a device is designed to handle.","","IfcElectricVoltageMeasure","P_SINGLEVALUE","","","RatedVoltage","The voltage that a device is designed to handle."
93815,92886,1,"IfcSimplePropertyTemplate","1HK3ubqhHxYgasAZsaEoEH","NominalFrequencyRange","The upper and lower limits of frequency for which the operation of the device is certified.","","IfcFrequencyMeasure","P_SINGLEVALUE","","","NominalFrequencyRange","The upper and lower limits of frequency for which the operation of the device is certified."
93970,92886,1,"IfcSimplePropertyTemplate","1WoORC1Lv9N9Tb8qx4$Wz$","ConductorFunction","Function of a line conductor to which a device is intended to be connected where L1, L2 and L3 represent the phase lines according to IEC 60446 notation (sometimes phase lines may be referenced by color [Red, Blue, Yellow] or by number [1, 2, 3] etc). Protective Earth is sometimes also known as CPC or common protective conductor. Note that for an electrical device, a set of line conductor functions may be applied.","","IfcLabel","P_SINGLEVALUE","","","ConductorFunction","Function of a line conductor to which a device is intended to be connected where L1, L2 and L3 represent the phase lines according to IEC 60446 notation (sometimes phase lines may be referenced by color [Red, Blue, Yellow] or by number [1, 2, 3] etc). Protective Earth is sometimes also known as CPC or common protective conductor. Note that for an electrical device, a set of line conductor functions may be applied."
94125,92886,1,"IfcSimplePropertyTemplate","0BDJcNAbW$NxZyTrVbWZPA","InsulationStandardClass","Insulation standard classes provides basic protection information against electric shock. Defines levels of insulation required in terms of constructional requirements (creepage and clearance distances) and electrical requirements (compliance with electric strength tests). Basic insulation is considered to be shorted under single fault conditions. The actual values required depend on the working voltage to which the insulation is subjected, as well as other factors. Also indicates whether the electrical device has a protective earth connection.","","IfcLabel","P_SINGLEVALUE","","","InsulationStandardClass","Insulation standard classes provides basic protection information against electric shock. Defines levels of insulation required in terms of constructional requirements (creepage and clearance distances) and electrical requirements (compliance with electric strength tests). Basic insulation is considered to be shorted under single fault conditions. The actual values required depend on the working voltage to which the insulation is subjected, as well as other factors. Also indicates whether the electrical device has a protective earth connection."
97208,100,1,"IfcPropertySetTemplate","1Ai9Cy2NLtmFpY6tl$ChrV","Pset_EnvironmentalImpactValues","Hodnoty vlivu na životní prostředí","","","","","","",""
82176,97208,1,"IfcSimplePropertyTemplate","3Yy955rrsOqjoabCs19Mo3","Duration","","","IfcDuration","P_SINGLEVALUE","","","Duration",""
87521,97208,1,"IfcSimplePropertyTemplate","2QyvK64aVvRC35CAgOZETS","Climate change","Annual Quantity of greenhouse gases emitted calculated in equivalent CO2 produced in connection with energy consumption during the year-round operation of a building","","IfcMassMeasure","P_SINGLEVALUE","","","Climate change","Annual Quantity of greenhouse gases emitted calculated in equivalent CO2 produced in connection with energy consumption during the year-round operation of a building"
87530,97208,1,"IfcSimplePropertyTemplate","3w_kl5SqVHAAbwwVWB96w9","Stratospheric ozone layer desstruction","Annual quantity of gases destroying the stratospheric ozone layer calculated in equivalent CFC-R11 produced in connection with energy consumption during the year-round operation of a building","","IfcMassMeasure","P_SINGLEVALUE","","","Stratospheric ozone layer desstruction","Annual quantity of gases destroying the stratospheric ozone layer calculated in equivalent CFC-R11 produced in connection with energy consumption during the year-round operation of a building"
87533,97208,1,"IfcSimplePropertyTemplate","3eEFWC1mi0QUlj07_7WX5W","Photochemical ozone formation","Annual quantity of gases creating the photochemical ozone calculated in equivalent ethene C2H4 produced in connection with energy consumption during the year-round operation of a building","","IfcMassMeasure","P_SINGLEVALUE","","","Photochemical ozone formation","Annual quantity of gases creating the photochemical ozone calculated in equivalent ethene C2H4 produced in connection with energy consumption during the year-round operation of a building"
103546,100,1,"IfcPropertySetTemplate","0xx1FedkQ34HF5LxH7LQGQ","CZ_Attributes","Atributy","x","Vybírá se typ odpovidající příslušnému elementu / objektu. Ostatní typy nejsou relevantní.","","","","",""
86942,103546,1,"IfcSimplePropertyTemplate","1APvKraI_kGqiGmVZ7eMru","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level."
86945,103546,1,"IfcSimplePropertyTemplate","1Wq31f11M$vBnYni7xRIn9","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level."
86948,103546,1,"IfcSimplePropertyTemplate","0RUndK8lZFp4x38DG8FLw$","SiteAddress","Address given to the site for postal purposes.","","IfcPostalAddress","P_REFERENCEVALUE","","","SiteAddress","Address given to the site for postal purposes."
86952,103546,1,"IfcSimplePropertyTemplate","127OsYgaYvOM1Lud24DiXe","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding.","","IfcLengthMeasure","P_SINGLEVALUE","","","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding."
86956,103546,1,"IfcSimplePropertyTemplate","3ij1N3HZR6iIe$Bz68LFA8","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90.","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90."
86958,103546,1,"IfcSimplePropertyTemplate","2ASd9D1NYP7XDChbH_zU0m","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N).","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N)."
86962,103546,1,"IfcSimplePropertyTemplate","1G8ZjFsZ_kKitp4aq02mxL","LandTitleNumber","The land title number (designation of the site within a regional system).","","IfcLabel","P_SINGLEVALUE","","","LandTitleNumber","The land title number (designation of the site within a regional system)."
86972,103546,1,"IfcSimplePropertyTemplate","3t7ZZ3SciWy4uqYyA$Yu56","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space."
92727,103546,1,"IfcSimplePropertyTemplate","2$2STcy$oPPVm3Mf$5KfU1","ValveType","","","IfcLabel","P_ENUMERATEDVALUE","IfcValveTypeEnum","AIRRELEASE,ANTIVACUUM,CHANGEOVER,CHECK,COMMISSIONING,DIVERTING,DRAWOFFCOCK,DOUBLECHECK,DOUBLEREGULATING,FAUCET,FLUSHING,GASCOCK,GASTAP,ISOLATING,MIXING,PRESSUREREDUCING,PRESSURERELIEF,REGULATING,SAFETYCUTOFF,STEAMTRAP,STOPCOCK,USERDEFINED,NOTDEFINED","PredefinedType",""
147484,103546,1,"IfcSimplePropertyTemplate","0e$YYd$HTmbHVnp7tVUJVE","ActuatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcActuatorTypeEnum","ELECTRICACTUATOR,HANDOPERATEDACTUATOR,HYDRAULICACTUATOR,PNEUMATICACTUATOR,THERMOSTATICACTUATOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147487,103546,1,"IfcSimplePropertyTemplate","2SP1OUCwoNPO27a7NiKbsH","AlarmType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAlarmTypeEnum","BELL,BREAKGLASSBUTTON,LIGHT,MANUALPULLBOX,SIREN,WHISTLE,USERDEFINED,NOTDEFINED","PredefinedType",""
147490,103546,1,"IfcSimplePropertyTemplate","1_4oyYHgJZeJNep5XMFAR2","ControllerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcControllerTypeEnum","FLOATING,PROGRAMMABLE,PROPORTIONAL,MULTIPOSITION,TWOPOSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147493,103546,1,"IfcSimplePropertyTemplate","3mVsHAkVOfS4qSsyg0pcn2","FlowInstrumentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFlowInstrumentTypeEnum","PRESSUREGAUGE,THERMOMETER,AMMETER,FREQUENCYMETER,POWERFACTORMETER,PHASEANGLEMETER,VOLTMETER_PEAK,VOLTMETER_RMS,USERDEFINED,NOTDEFINED","PredefinedType",""
147496,103546,1,"IfcSimplePropertyTemplate","3ROyy4dk_YN_JJVGd186CP","ProtectiveDeviceTrippingUnitType","","","IfcLabel","P_ENUMERATEDVALUE","IfcProtectiveDeviceTrippingUnitTypeEnum","ELECTRONIC,ELECTROMAGNETIC,RESIDUALCURRENT,THERMAL,USERDEFINED,NOTDEFINED","PredefinedType",""
147499,103546,1,"IfcSimplePropertyTemplate","0j1qKLL6s32w$852vqw4zr","SensorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSensorTypeEnum","COSENSOR,CO2SENSOR,CONDUCTANCESENSOR,CONTACTSENSOR,FIRESENSOR,FLOWSENSOR,FROSTSENSOR,GASSENSOR,HEATSENSOR,HUMIDITYSENSOR,IDENTIFIERSENSOR,IONCONCENTRATIONSENSOR,LEVELSENSOR,LIGHTSENSOR,MOISTURESENSOR,MOVEMENTSENSOR,PHSENSOR,PRESSURESENSOR,RADIATIONSENSOR,RADIOACTIVITYSENSOR,SMOKESENSOR,SOUNDSENSOR,TEMPERATURESENSOR,WINDSENSOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147502,103546,1,"IfcSimplePropertyTemplate","2o$E07CyUISIYpSAS$NtkR","UnitaryControlElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcUnitaryControlElementTypeEnum","ALARMPANEL,CONTROLPANEL,GASDETECTIONPANEL,INDICATORPANEL,MIMICPANEL,HUMIDISTAT,THERMOSTAT,WEATHERSTATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147505,103546,1,"IfcSimplePropertyTemplate","3KlKIIyFg4R_Z_4jqbmaP_","DistributionChamberElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDistributionChamberElementTypeEnum","FORMEDDUCT,INSPECTIONCHAMBER,INSPECTIONPIT,MANHOLE,METERCHAMBER,SUMP,TRENCH,VALVECHAMBER,USERDEFINED,NOTDEFINED","PredefinedType",""
147508,103546,1,"IfcSimplePropertyTemplate","1iMITQT2pdgghs_eS8gFfC","AirToAirHeatRecoveryType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirToAirHeatRecoveryTypeEnum","FIXEDPLATECOUNTERFLOWEXCHANGER,FIXEDPLATECROSSFLOWEXCHANGER,FIXEDPLATEPARALLELFLOWEXCHANGER,ROTARYWHEEL,RUNAROUNDCOILLOOP,HEATPIPE,TWINTOWERENTHALPYRECOVERYLOOPS,THERMOSIPHONSEALEDTUBEHEATEXCHANGERS,THERMOSIPHONCOILTYPEHEATEXCHANGERS,USERDEFINED,NOTDEFINED","PredefinedType",""
147511,103546,1,"IfcSimplePropertyTemplate","22rTvbnNoAReoWw$gWyc81","BoilerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBoilerTypeEnum","WATER,STEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147514,103546,1,"IfcSimplePropertyTemplate","2bwEpwFfYQHRJ2WuqJtiFP","BurnerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBurnerTypeEnum","USERDEFINED,NOTDEFINED","PredefinedType",""
147517,103546,1,"IfcSimplePropertyTemplate","2KsYONLmg4pmKEEpy$jJau","ChillerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcChillerTypeEnum","AIRCOOLED,WATERCOOLED,HEATRECOVERY,USERDEFINED,NOTDEFINED","PredefinedType",""
147520,103546,1,"IfcSimplePropertyTemplate","1sGuEQQcalttC0eeqv_Ouv","CoilType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoilTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147523,103546,1,"IfcSimplePropertyTemplate","2h98_A_SzpvdaSYZpgxiFd","CondenserType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCondenserTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147526,103546,1,"IfcSimplePropertyTemplate","1ws5n_zxEaCg0o_hAehRbQ","CooledBeamType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCooledBeamTypeEnum","ACTIVE,PASSIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147529,103546,1,"IfcSimplePropertyTemplate","0SXaGJ5L439bZnhVViwcAR","CoolingTowerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoolingTowerTypeEnum","NATURALDRAFT,MECHANICALINDUCEDDRAFT,MECHANICALFORCEDDRAFT,USERDEFINED,NOTDEFINED","PredefinedType",""
147532,103546,1,"IfcSimplePropertyTemplate","3PNDAXyy6BpROW3mSaoSa1","ElectricGeneratorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricGeneratorTypeEnum","CHP,ENGINEGENERATOR,STANDALONE,USERDEFINED,NOTDEFINED","PredefinedType",""
147535,103546,1,"IfcSimplePropertyTemplate","30PuzQ2QPtHyeS2SPNAUeI","EngineType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEngineTypeEnum","EXTERNALCOMBUSTION,INTERNALCOMBUSTION,USERDEFINED,NOTDEFINED","PredefinedType",""
147540,103546,1,"IfcSimplePropertyTemplate","3rCI5FLM6IO747BbaNd1T8","EvaporativeCoolerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporativeCoolerTypeEnum","DIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER,DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER,DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER,DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER,DIRECTEVAPORATIVEAIRWASHER,INDIRECTEVAPORATIVEPACKAGEAIRCOOLER,INDIRECTEVAPORATIVEWETCOIL,INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER,INDIRECTDIRECTCOMBINATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147543,103546,1,"IfcSimplePropertyTemplate","3M$N3NSHEtzUzIraSUQbbd","EvaporatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporatorTypeEnum","DIRECTEXPANSION,DIRECTEXPANSIONSHELLANDTUBE,DIRECTEXPANSIONTUBEINTUBE,DIRECTEXPANSIONBRAZEDPLATE,FLOODEDSHELLANDTUBE,SHELLANDCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147546,103546,1,"IfcSimplePropertyTemplate","3wsAdRpZhDxrgyMsI0QvUX","HeatExchangerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHeatExchangerTypeEnum","PLATE,SHELLANDTUBE,USERDEFINED,NOTDEFINED","PredefinedType",""
147549,103546,1,"IfcSimplePropertyTemplate","2rw0Q7BwAoWEDqaIPJNg1R","HumidifierType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHumidifierTypeEnum","STEAMINJECTION,ADIABATICAIRWASHER,ADIABATICPAN,ADIABATICWETTEDELEMENT,ADIABATICATOMIZING,ADIABATICULTRASONIC,ADIABATICRIGIDMEDIA,ADIABATICCOMPRESSEDAIRNOZZLE,ASSISTEDELECTRIC,ASSISTEDNATURALGAS,ASSISTEDPROPANE,ASSISTEDBUTANE,ASSISTEDSTEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147552,103546,1,"IfcSimplePropertyTemplate","3eEbFedcaTR42Axq1aIO6d","MotorConnectionType","","","IfcLabel","P_ENUMERATEDVALUE","IfcMotorConnectionTypeEnum","BELTDRIVE,COUPLING,DIRECTDRIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147554,103546,1,"IfcSimplePropertyTemplate","1sOYCurgQsJcwkGwRfItgk","SolarDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSolarDeviceTypeEnum","SOLARCOLLECTOR,SOLARPANEL,USERDEFINED,NOTDEFINED","PredefinedType",""
